GAME_ID,PLAYER_ID,HALF,SHOT_SPOT,SHOT_DEFENSE,ASSISTED,MAKE_MISS
12,11,FIRST HALF,LB2,HEAVILY_GUARDED,N,Y
12,11,FIRST HALF,LB2,OPEN,Y,Y
12,24,FIRST HALF,LB2,HEAVILY_GUARDED,N,N
12,24,FIRST HALF,LB2,HEAVILY_GUARDED,N,N
12,24,FIRST HALF,LB2,GUARDED,Y,Y
12,24,FIRST HALF,LB2,OPEN,Y,Y
12,1,FIRST HALF,LB2,GUARDED,N,N
12,4,FIRST HALF,LB2,HEAVILY_GUARDED,Y,Y
11,13,FIRST HALF,LB2,OPEN,Y,Y
12,13,FIRST HALF,LB2,OPEN,Y,Y
12,13,FIRST HALF,LB2,OPEN,Y,Y
10,10,SECOND_HALF,RW3,OPEN,N,N
10,10,SECOND_HALF,TK3,GUARDED,N,N
10,24,SECOND_HALF,RW3,HEAVILY_GUARDED,N,N
10,24,SECOND_HALF,RB2,HEAVILY_GUARDED,N,Y
10,24,SECOND_HALF,RB2,HEAVILY_GUARDED,N,Y
10,24,SECOND_HALF,RB2,GUARDED,N,Y
10,24,SECOND_HALF,RB2,OPEN,N,Y
10,20,SECOND_HALF,RB2,HEAVILY_GUARDED,N,N
10,24,FIRST HALF,LC3,OPEN,N,N
10,11,SECOND_HALF,LC3,OPEN,N,N
10,24,SECOND_HALF,LC3,OPEN,N,N
10,24,SECOND_HALF,LB2,HEAVILY_GUARDED,N,N
10,10,SECOND_HALF,LB2,HEAVILY_GUARDED,N,N
10,4,SECOND_HALF,RMR2,OPEN,N,N
10,10,SECOND_HALF,RW3,OPEN,Y,Y
10,24,SECOND_HALF,RW3,OPEN,N,N
10,20,SECOND_HALF,RW3,OPEN,N,N
10,10,SECOND_HALF,ML2,HEAVILY_GUARDED,N,Y
10,13,SECOND_HALF,ML2,HEAVILY_GUARDED,N,N
10,10,SECOND_HALF,RB2,HEAVILY_GUARDED,N,N
10,10,SECOND_HALF,RB2,HEAVILY_GUARDED,N,N
10,10,SECOND_HALF,RB2,HEAVILY_GUARDED,Y,Y
10,11,SECOND_HALF,RB2,GUARDED,N,Y
10,20,SECOND_HALF,RB2,HEAVILY_GUARDED,N,N
10,13,SECOND_HALF,RB2,HEAVILY_GUARDED,N,Y
10,10,FIRST HALF,LB2,HEAVILY_GUARDED,N,Y
10,10,FIRST HALF,LB2,GUARDED,N,Y
10,24,FIRST HALF,LB2,GUARDED,N,N
10,24,FIRST HALF,LB2,HEAVILY_GUARDED,N,Y
10,11,FIRST HALF,RB2,HEAVILY_GUARDED,N,Y
10,24,FIRST HALF,RB2,HEAVILY_GUARDED,N,Y
10,24,FIRST HALF,RB2,HEAVILY_GUARDED,N,N
10,10,FIRST HALF,RB2,GUARDED,N,N
10,10,FIRST HALF,RB2,GUARDED,N,Y
10,20,FIRST HALF,RB2,GUARDED,N,N
10,24,FIRST HALF,RW3,HEAVILY_GUARDED,N,N
10,10,FIRST HALF,RW3,GUARDED,N,Y
10,10,FIRST HALF,LW3,GUARDED,N,Y
10,10,FIRST HALF,LW3,GUARDED,N,N
10,10,FIRST HALF,LW3,HEAVILY_GUARDED,N,N
10,24,FIRST HALF,TK3,HEAVILY_GUARDED,N,N
10,1,FIRST HALF,TK3,OPEN,N,N
10,1,FIRST HALF,FT2,OPEN,N,N
10,20,FIRST HALF,RW3,OPEN,N,N
10,24,FIRST HALF,LB2,HEAVILY_GUARDED,N,Y
10,13,FIRST HALF,LB2,HEAVILY_GUARDED,N,N
10,13,FIRST HALF,LB2,HEAVILY_GUARDED,N,Y
10,13,FIRST HALF,LB2,HEAVILY_GUARDED,N,Y
10,11,FIRST HALF,RB2,OPEN,Y,Y
10,20,FIRST HALF,RB2,HEAVILY_GUARDED,N,N
10,24,FIRST HALF,RW3,OPEN,N,N
10,24,FIRST HALF,RW3,GUARDED,N,N
